movie_id,title,release_year,genre,secondary_genre,language,country,studio,director,runtime_mins,budget_million_usd,revenue_million_usd,imdb_rating,metascore,votes,profit_million_usd,roi_pct,is_hit
1079,Wild Kingdom,2005,Thriller,Crime,English,India,Legendary Pictures,R. Patel,129,36.2,192.6,5.5,52,44516,156.4,432.0,1
1728,Crimson Journey,2005,Animation,Sci-Fi,Spanish,Japan,Sony Pictures,N. Rossi,121,82.9,387.8,6.9,63,28144,304.9,367.8,1
1526,Final Journey,2005,Sci-Fi,Crime,French,China,Sony Pictures,J. Nolan,138,111.4,328.2,8.3,98,14103,216.8,194.6,1
1492,Eternal Whisper,2005,Action,Romance,English,France,20th Century Studios,J. Nolan,130,52.8,27.2,7.5,88,52479,-25.6,-48.5,0
1273,Wild Horizon,2005,Action,Drama,Chinese,South Korea,A24,A. Sharma,123,50.9,243.9,5.8,56,21213,193.0,379.2,1
1329,Last Whisper,2005,Comedy,Thriller,English,USA,Universal Pictures,R. Patel,116,24.4,100.7,4.7,37,4655,76.3,312.7,1
1327,Endless Requiem,2005,Adventure,Sci-Fi,Hindi,Australia,Paramount,D. Okafor,96,33.9,29.3,5.8,53,8807,-4.6,-13.6,0
1290,Forgotten Journey,2005,Action,Crime,Chinese,Japan,20th Century Studios,T. Wilson,116,30.8,49.7,7.1,73,81440,18.9,61.4,0
1026,Shadow Dawn,2005,Drama,Romance,Spanish,Canada,20th Century Studios,P. Dubois,131,38.6,215.0,5.0,57,14873,176.4,457.0,1
1028,Hidden Storm,2005,Horror,,Japanese,South Korea,Warner Bros,E. Muller,134,19.5,20.5,7.0,85,18694,1.0,5.1,0
1037,Crimson Redemption,2005,Romance,,English,UK,Warner Bros,P. Dubois,117,12.1,26.8,7.0,74,147564,14.7,121.5,1
1686,Endless Dawn,2006,Animation,,Spanish,Australia,MGM,E. Muller,134,79.4,137.3,5.8,64,52442,57.9,72.9,0
1403,Rising Empire,2006,Crime,Romance,Chinese,India,Warner Bros,D. Okafor,128,53.3,141.0,6.0,52,57972,87.7,164.5,1
1553,Last Journey,2006,Animation,,English,Canada,Legendary Pictures,R. Patel,128,22.7,89.2,6.1,61,9296,66.5,293.0,1
1655,Silent Empire,2006,Drama,Romance,English,China,Warner Bros,A. Sharma,139,10.0,31.6,5.5,47,11784,21.6,216.0,1
1450,Lost Journey,2006,Sci-Fi,,Chinese,France,Paramount,R. Patel,103,20.2,10.8,7.6,77,63429,-9.4,-46.5,0
1620,Silent Frontier,2006,Adventure,,Hindi,China,MGM,S. Kim,132,22.2,19.0,3.9,34,116084,-3.2,-14.4,0
1501,Golden Requiem,2006,Romance,Crime,English,France,Sony Pictures,K. Tanaka,109,25.4,88.0,6.6,84,27758,62.6,246.5,1
1517,Final Requiem,2006,Crime,,Korean,South Korea,20th Century Studios,N. Rossi,116,10.3,34.7,6.0,64,985845,24.4,236.9,1
1297,Broken Vengeance,2006,Adventure,Comedy,French,China,A24,H. Cho,112,107.0,78.5,4.1,44,40249,-28.5,-26.6,0
1716,Lost Frontier,2006,Sci-Fi,Comedy,English,South Korea,A24,J. Nolan,134,74.0,208.8,5.7,51,26426,134.8,182.2,1
1047,Last Journey,2006,Thriller,Comedy,Korean,Germany,20th Century Studios,B. Martinez,98,32.8,117.5,7.1,79,94815,84.7,258.2,1
1788,Broken Horizon,2006,Crime,Adventure,Korean,UK,Walt Disney Studios,H. Cho,91,37.8,209.1,3.9,21,77660,171.3,453.2,1
1027,Eternal Storm,2006,Animation,Sci-Fi,French,China,Sony Pictures,D. Okafor,152,85.1,321.0,6.4,76,15902,235.9,277.2,1
1019,Rising Redemption,2006,Romance,Drama,Spanish,South Korea,MGM,R. Patel,104,39.4,105.7,5.3,44,13243,66.3,168.3,1
1030,Rising Echo,2006,Crime,Horror,English,South Korea,Paramount,H. Cho,140,17.3,94.3,6.6,63,626826,77.0,445.1,1
1388,Forgotten Horizon,2006,Sci-Fi,Crime,Korean,Australia,20th Century Studios,H. Cho,118,118.4,115.4,4.6,43,232678,-3.0,-2.5,0
1665,Wild Odyssey,2006,Comedy,Animation,English,France,Sony Pictures,A. Sharma,126,42.5,50.2,7.1,73,3914,7.7,18.1,0
1269,Shadow Requiem,2006,Action,,English,Japan,Paramount,A. Sharma,131,18.9,123.9,7.0,60,20283,105.0,555.6,1
1123,Crimson Empire,2006,Thriller,,English,Canada,Legendary Pictures,L. Garcia,107,54.0,125.8,5.0,54,114976,71.8,133.0,1
1458,Wild Vengeance,2006,Thriller,Comedy,Japanese,UK,MGM,A. Sharma,97,18.0,20.7,6.6,58,2581,2.7,15.0,0
1175,Final Chronicles,2006,Animation,,English,Japan,Sony Pictures,P. Dubois,114,92.7,784.9,7.2,73,70602,692.2,746.7,1
1302,Wild Vengeance,2006,Sci-Fi,Romance,English,India,Sony Pictures,H. Cho,88,85.3,74.0,6.1,60,35980,-11.3,-13.2,0
1311,Last Requiem,2006,Action,Drama,English,China,Paramount,R. Patel,92,112.1,1634.8,6.5,73,15812,1522.7,1358.3,1
1350,Forgotten Horizon,2006,Comedy,Adventure,Japanese,China,Universal Pictures,E. Muller,128,30.4,141.8,5.6,57,104646,111.4,366.4,1
1061,Broken Kingdom,2006,Drama,Romance,Japanese,France,MGM,T. Wilson,122,7.7,83.6,4.9,44,26329,75.9,985.7,1
1153,Rising Vengeance,2007,Sci-Fi,Horror,English,Japan,20th Century Studios,H. Cho,109,62.0,155.3,5.7,55,16928,93.3,150.5,1
1426,Silent Redemption,2007,Animation,Action,Spanish,India,Legendary Pictures,T. Wilson,159,28.2,46.2,7.4,67,42139,18.0,63.8,0
1391,Broken Kingdom,2007,Action,Drama,Korean,India,Sony Pictures,L. Garcia,94,61.2,14.1,6.8,69,24683,-47.1,-77.0,0
1371,Wild Whisper,2007,Crime,,English,Australia,Universal Pictures,L. Garcia,75,61.5,223.9,4.5,45,13232,162.4,264.1,1
1082,Broken Requiem,2007,Horror,Drama,Korean,UK,Lionsgate,A. Sharma,142,5.1,8.4,5.6,63,24378,3.3,64.7,0
1407,Endless Horizon,2007,Crime,Adventure,English,India,Paramount,K. Tanaka,111,35.5,137.6,6.2,71,2693,102.1,287.6,1
1362,Broken Journey,2007,Crime,Thriller,English,China,Legendary Pictures,D. Okafor,143,52.7,126.9,6.3,66,71708,74.2,140.8,1
1248,Last Kingdom,2007,Adventure,Romance,Hindi,China,Paramount,T. Wilson,122,79.9,378.5,8.3,96,63810,298.6,373.7,1
1411,Endless Frontier,2007,Horror,Crime,French,India,20th Century Studios,H. Cho,109,31.6,367.4,6.2,61,15614,335.8,1062.7,1
1374,Final Whisper,2007,Romance,Adventure,English,Germany,Warner Bros,J. Nolan,97,38.4,83.4,6.5,63,10837,45.0,117.2,1
1613,Forgotten Requiem,2007,Action,Romance,English,Australia,20th Century Studios,B. Martinez,104,14.6,41.7,7.3,67,112727,27.1,185.6,1
1078,Eternal Vengeance,2007,Action,Thriller,French,China,Sony Pictures,M. Chen,155,16.3,14.2,6.1,65,41636,-2.1,-12.9,0
1755,Final Journey,2007,Romance,Horror,English,China,MGM,M. Chen,114,33.1,66.4,7.7,83,154126,33.3,100.6,1
1503,Last Echo,2007,Comedy,,Chinese,Canada,Universal Pictures,S. Kim,143,39.5,55.1,6.6,73,51240,15.6,39.5,0
1516,Last Redemption,2007,Drama,,Hindi,China,MGM,T. Wilson,128,12.5,21.5,9.0,99,15812,9.0,72.0,0
1522,Final Empire,2007,Sci-Fi,,Spanish,Australia,Universal Pictures,S. Kim,116,73.5,252.5,5.4,42,181773,179.0,243.5,1
1228,Last Dawn,2007,Sci-Fi,Adventure,English,UK,Legendary Pictures,E. Muller,110,27.4,86.0,4.9,40,277425,58.6,213.9,1
1658,Forgotten Legacy,2007,Animation,Comedy,Chinese,Australia,Walt Disney Studios,S. Kim,126,27.9,41.6,7.1,70,625005,13.7,49.1,0
1685,Endless Legacy,2007,Comedy,Horror,Hindi,UK,Sony Pictures,D. Okafor,143,34.8,119.0,6.8,68,86717,84.2,242.0,1
1222,Lost Dawn,2007,Action,,English,India,Universal Pictures,P. Dubois,103,24.0,25.1,7.4,78,33702,1.1,4.6,0
1762,Crimson Dawn,2007,Drama,Sci-Fi,English,Australia,MGM,D. Okafor,111,6.5,40.5,4.4,35,27754,34.0,523.1,1
1279,Last Journey,2007,Crime,,English,France,Lionsgate,R. Patel,98,39.7,32.0,6.2,67,8857,-7.7,-19.4,0
1277,Shadow Kingdom,2007,Adventure,,English,India,Universal Pictures,E. Muller,99,27.0,90.7,7.0,61,85556,63.7,235.9,1
1299,Forgotten Legacy,2007,Sci-Fi,Animation,Japanese,Germany,20th Century Studios,L. Garcia,122,53.9,407.3,4.9,39,22308,353.4,655.7,1
1313,Final Echo,2007,Sci-Fi,Romance,English,China,Universal Pictures,P. Dubois,112,86.1,341.8,7.4,60,192797,255.7,297.0,1
1072,Golden Empire,2007,Action,,Hindi,USA,Legendary Pictures,L. Garcia,133,112.3,704.2,6.4,60,22259,591.9,527.1,1
1068,Last Requiem,2007,Horror,Romance,English,Japan,Paramount,P. Dubois,110,34.0,55.6,6.8,84,83743,21.6,63.5,0
1162,Hidden Whisper,2007,Crime,,Hindi,Canada,Lionsgate,T. Wilson,146,59.8,35.0,6.0,59,10223,-24.8,-41.5,0
1195,Dark Echo,2007,Horror,,Japanese,Australia,Universal Pictures,H. Cho,119,30.8,23.8,6.7,78,112459,-7.0,-22.7,0
1378,Eternal Echo,2007,Sci-Fi,Thriller,English,France,20th Century Studios,D. Okafor,110,116.7,279.8,5.0,56,70446,163.1,139.8,1
1756,Lost Kingdom,2008,Crime,Adventure,English,Japan,20th Century Studios,P. Dubois,129,54.8,146.6,5.5,50,83687,91.8,167.5,1
1732,Wild Redemption,2008,Adventure,Horror,Hindi,Australia,Universal Pictures,V. Petrov,134,78.9,979.5,7.2,74,8663,900.6,1141.4,1
1760,Final Echo,2008,Drama,Crime,English,UK,Warner Bros,N. Rossi,83,34.9,64.0,7.0,71,111337,29.1,83.4,0
1286,Forgotten Legacy,2008,Thriller,,English,India,Walt Disney Studios,J. Nolan,78,5.8,73.5,5.2,36,2699,67.7,1167.2,1
1070,Silent Echo,2008,Adventure,,English,UK,Warner Bros,L. Garcia,129,114.3,848.8,5.1,48,271987,734.5,642.6,1
1542,Shadow Echo,2008,Romance,Adventure,Korean,China,Warner Bros,E. Muller,139,19.8,40.1,4.5,37,61245,20.3,102.5,1
1689,Dark Horizon,2008,Adventure,,Spanish,Canada,20th Century Studios,L. Garcia,117,68.6,276.1,5.9,74,91660,207.5,302.5,1
1703,Eternal Journey,2008,Drama,Action,Hindi,USA,Legendary Pictures,R. Patel,115,30.5,24.6,5.7,68,10000,-5.9,-19.3,0
1641,Lost Storm,2008,Animation,Drama,Korean,Germany,Sony Pictures,E. Muller,124,85.0,346.7,6.8,62,142566,261.7,307.9,1
1683,Golden Kingdom,2008,Animation,,English,Germany,A24,H. Cho,133,26.6,53.0,6.2,62,8094,26.4,99.2,0
1654,Golden Requiem,2008,Adventure,Comedy,English,Germany,MGM,R. Patel,119,62.2,211.9,5.0,55,21230,149.7,240.7,1
1395,Wild Frontier,2008,Sci-Fi,Crime,English,South Korea,Universal Pictures,E. Muller,116,85.5,19.8,6.1,66,1778102,-65.7,-76.8,0
1415,Silent Legacy,2008,Sci-Fi,,English,Canada,Sony Pictures,L. Garcia,75,85.4,198.9,6.1,50,8101,113.5,132.9,1
1420,Golden Kingdom,2008,Romance,,Japanese,Canada,Lionsgate,V. Petrov,89,28.6,36.6,7.2,82,15901,8.0,28.0,0
1611,Last Redemption,2008,Animation,,Spanish,UK,Paramount,M. Chen,96,82.8,44.5,7.5,75,77795,-38.3,-46.3,0
1630,Crimson Whisper,2008,Thriller,Action,English,Canada,MGM,V. Petrov,114,14.2,40.6,8.1,83,26786,26.4,185.9,1
1545,Final Redemption,2008,Horror,Animation,English,Australia,Warner Bros,R. Patel,82,32.2,82.4,4.8,50,52271,50.2,155.9,1
1481,Silent Requiem,2008,Crime,Comedy,Hindi,Germany,Walt Disney Studios,N. Rossi,115,11.1,6.8,6.0,60,4015,-4.3,-38.7,0
1505,Wild Storm,2008,Action,,English,Germany,Warner Bros,J. Nolan,110,30.4,68.3,6.0,75,10096,37.9,124.7,1
1744,Crimson Vengeance,2008,Thriller,,French,Canada,20th Century Studios,T. Wilson,121,7.3,3.1,6.4,58,8913,-4.2,-57.5,0
1741,Last Requiem,2008,Comedy,,French,India,Warner Bros,M. Chen,89,41.0,57.5,7.7,72,9810,16.5,40.2,0
1575,Crimson Empire,2008,Thriller,Horror,English,South Korea,A24,P. Dubois,92,5.9,18.6,5.9,60,45214,12.7,215.3,1
1011,Final Echo,2008,Drama,Animation,English,India,Warner Bros,A. Sharma,87,34.4,248.0,6.2,61,32889,213.6,620.9,1
1531,Wild Requiem,2008,Thriller,Drama,Korean,Australia,Sony Pictures,E. Muller,129,44.8,966.0,5.9,53,33331,921.2,2056.3,1
1752,Rising Odyssey,2008,Crime,,English,South Korea,Walt Disney Studios,D. Okafor,139,10.0,93.8,5.1,63,28518,83.8,838.0,1
1773,Final Storm,2008,Thriller,Horror,Hindi,France,Paramount,A. Sharma,165,57.7,284.1,5.3,63,65464,226.4,392.4,1
1000,Dark Odyssey,2009,Drama,Thriller,English,USA,MGM,P. Dubois,98,23.0,92.4,7.1,63,33189,69.4,301.7,1
1014,Lost Requiem,2009,Drama,,Hindi,Canada,Lionsgate,R. Patel,110,30.1,45.1,6.4,73,14948,15.0,49.8,0
1316,Wild Empire,2009,Romance,,Chinese,China,Legendary Pictures,T. Wilson,99,7.8,5.4,6.1,47,8167,-2.4,-30.8,0
1293,Last Journey,2009,Action,Thriller,Hindi,USA,Warner Bros,A. Sharma,117,67.5,132.0,7.3,77,23507,64.5,95.6,0
1763,Hidden Requiem,2009,Thriller,,Hindi,Germany,MGM,M. Chen,124,53.2,69.0,7.2,75,11750,15.8,29.7,0
1694,Endless Frontier,2009,Horror,,Chinese,Japan,Legendary Pictures,K. Tanaka,129,6.3,18.9,4.1,44,252431,12.6,200.0,1
1706,Rising Empire,2009,Sci-Fi,Crime,English,France,MGM,K. Tanaka,107,104.3,1328.4,7.2,80,153936,1224.1,1173.6,1
1119,Hidden Echo,2009,Sci-Fi,Action,Chinese,UK,20th Century Studios,S. Kim,88,113.0,105.2,4.5,47,16584,-7.8,-6.9,0
1135,Crimson Whisper,2009,Drama,,French,Japan,Warner Bros,S. Kim,118,45.7,21.3,6.7,54,11021,-24.4,-53.4,0
1619,Broken Redemption,2009,Sci-Fi,Comedy,Hindi,France,MGM,M. Chen,75,33.3,70.2,8.1,74,91566,36.9,110.8,1
1249,Golden Kingdom,2009,Crime,Adventure,Hindi,Japan,20th Century Studios,B. Martinez,110,47.0,118.3,5.7,64,217593,71.3,151.7,1
1533,Silent Vengeance,2009,Drama,Horror,English,Germany,Legendary Pictures,J. Nolan,116,43.6,42.2,6.6,57,103291,-1.4,-3.2,0
1139,Rising Legacy,2009,Crime,Animation,Spanish,India,20th Century Studios,B. Martinez,116,13.6,35.3,7.3,77,1996,21.7,159.6,1
1352,Hidden Odyssey,2009,Horror,Animation,English,Germany,Universal Pictures,H. Cho,126,32.7,65.2,4.8,63,48576,32.5,99.4,0
1382,Lost Chronicles,2009,Action,,Chinese,Germany,Universal Pictures,B. Martinez,122,123.2,288.2,6.0,54,66245,165.0,133.9,1
1127,Broken Chronicles,2009,Animation,Sci-Fi,English,Germany,Lionsgate,P. Dubois,87,51.2,1333.1,7.8,80,99749,1281.9,2503.7,1
1560,Crimson Storm,2009,Comedy,,English,India,20th Century Studios,J. Nolan,105,5.2,17.2,5.1,55,156430,12.0,230.8,1
1549,Dark Whisper,2009,Crime,,French,China,Sony Pictures,A. Sharma,85,15.2,28.8,7.7,87,24284,13.6,89.5,0
1547,Dark Kingdom,2009,Comedy,Thriller,English,France,A24,P. Dubois,120,20.2,179.3,6.8,64,448400,159.1,787.6,1
1558,Lost Chronicles,2009,Crime,,English,China,20th Century Studios,K. Tanaka,128,36.9,59.7,5.9,68,204781,22.8,61.8,0
1592,Forgotten Kingdom,2009,Horror,Drama,Hindi,China,Lionsgate,S. Kim,107,6.1,19.6,7.3,72,12547,13.5,221.3,1
1408,Final Vengeance,2009,Drama,Romance,English,Japan,Sony Pictures,T. Wilson,101,41.5,39.4,7.7,70,4962,-2.1,-5.1,0
1605,Crimson Whisper,2009,Drama,,English,Australia,MGM,N. Rossi,105,46.5,165.7,5.4,56,292049,119.2,256.3,1
1386,Silent Odyssey,2009,Romance,Crime,English,Australia,Walt Disney Studios,J. Nolan,126,31.4,45.1,8.4,88,17514,13.7,43.6,0
1540,Dark Redemption,2009,Drama,Sci-Fi,Japanese,USA,20th Century Studios,M. Chen,102,30.0,133.7,7.7,81,56206,103.7,345.7,1
1254,Endless Odyssey,2009,Drama,Thriller,French,France,20th Century Studios,L. Garcia,140,6.3,16.2,8.5,98,93186,9.9,157.1,1
1471,Wild Chronicles,2009,Sci-Fi,Adventure,English,Canada,Lionsgate,D. Okafor,115,112.9,330.6,6.4,76,28182,217.7,192.8,1
1463,Broken Odyssey,2009,Crime,,Japanese,Canada,Legendary Pictures,T. Wilson,100,45.9,58.9,6.2,63,9903,13.0,28.3,0
1472,Shadow Echo,2009,Romance,,English,UK,Legendary Pictures,L. Garcia,103,28.5,203.2,7.8,73,39491,174.7,613.0,1
1491,Last Frontier,2009,Crime,,French,USA,Paramount,P. Dubois,102,23.9,43.7,7.2,76,77895,19.8,82.8,0
1239,Wild Vengeance,2009,Action,,English,Germany,MGM,B. Martinez,103,126.6,192.2,7.1,69,72064,65.6,51.8,0
1226,Wild Redemption,2009,Romance,Drama,English,China,A24,N. Rossi,95,17.9,15.2,7.4,78,17103,-2.7,-15.1,0
1495,Golden Frontier,2009,Drama,Action,Spanish,South Korea,Legendary Pictures,K. Tanaka,136,40.8,69.0,5.9,65,30871,28.2,69.1,0
1477,Wild Journey,2009,Crime,Sci-Fi,Japanese,South Korea,Universal Pictures,S. Kim,105,12.1,9.7,6.5,62,17331,-2.4,-19.8,0
1780,Last Odyssey,2009,Horror,Adventure,English,India,Legendary Pictures,E. Muller,104,31.1,119.0,6.4,59,105403,87.9,282.6,1
1049,Broken Journey,2009,Animation,Horror,English,Germany,Lionsgate,P. Dubois,145,22.8,223.9,7.0,88,1313304,201.1,882.0,1
1025,Lost Redemption,2009,Romance,,Chinese,USA,20th Century Studios,S. Kim,116,14.0,353.2,7.2,69,89067,339.2,2422.9,1
1775,Dark Redemption,2009,Thriller,Adventure,English,USA,Warner Bros,J. Nolan,136,40.0,178.4,5.6,50,260128,138.4,346.0,1
1779,Rising Journey,2009,Adventure,Romance,English,South Korea,MGM,S. Kim,118,120.1,141.7,8.3,83,19757,21.6,18.0,0
1159,Shadow Whisper,2010,Sci-Fi,Drama,English,Germany,Universal Pictures,L. Garcia,104,107.0,365.7,7.4,61,14269,258.7,241.8,1
1284,Lost Kingdom,2010,Horror,Adventure,English,France,20th Century Studios,R. Patel,123,32.8,38.4,4.4,48,51196,5.6,17.1,0
1100,Rising Odyssey,2010,Animation,,Japanese,France,Legendary Pictures,D. Okafor,130,86.1,49.8,6.5,73,26504,-36.3,-42.2,0
1564,Golden Frontier,2010,Comedy,Animation,Spanish,USA,Paramount,M. Chen,90,7.5,6.5,7.8,91,296606,-1.0,-13.3,0
1561,Dark Journey,2010,Horror,,English,Japan,20th Century Studios,A. Sharma,100,19.4,29.3,5.5,56,370819,9.9,51.0,0
1799,Golden Dawn,2010,Thriller,,English,Canada,20th Century Studios,E. Muller,140,7.9,195.7,6.8,74,14780,187.8,2377.2,1
1497,Wild Kingdom,2010,Drama,Thriller,Hindi,France,Warner Bros,L. Garcia,120,35.7,109.7,8.4,81,68324,74.0,207.3,1
1207,Endless Whisper,2010,Thriller,,Hindi,Australia,Warner Bros,K. Tanaka,96,63.4,316.1,5.3,48,10031,252.7,398.6,1
1475,Lost Dawn,2010,Romance,Adventure,English,USA,Walt Disney Studios,M. Chen,90,39.2,359.9,5.5,40,37219,320.7,818.1,1
1227,Silent Redemption,2010,Romance,,English,USA,20th Century Studios,V. Petrov,109,33.8,544.3,4.2,33,149741,510.5,1510.4,1
1185,Wild Vengeance,2010,Action,Horror,English,South Korea,Warner Bros,S. Kim,88,82.4,189.8,7.6,84,94718,107.4,130.3,1
1238,Eternal Redemption,2010,Romance,Sci-Fi,Japanese,Australia,MGM,P. Dubois,131,17.4,33.3,6.6,63,223145,15.9,91.4,0
1383,Eternal Requiem,2010,Horror,,English,Japan,20th Century Studios,K. Tanaka,116,17.2,7.8,5.4,53,52178,-9.4,-54.7,0
1413,Dark Dawn,2010,Horror,,Hindi,USA,Paramount,L. Garcia,120,11.4,16.3,7.3,77,11919,4.9,43.0,0
1397,Final Kingdom,2010,Adventure,,Korean,Canada,Universal Pictures,V. Petrov,95,94.0,396.0,6.0,43,17096,302.0,321.3,1
1606,Last Legacy,2010,Thriller,Comedy,English,USA,20th Century Studios,E. Muller,105,31.4,204.9,6.7,66,18574,173.5,552.5,1
1389,Wild Whisper,2010,Sci-Fi,Horror,English,UK,Universal Pictures,R. Patel,102,60.9,184.5,5.2,52,30009,123.6,203.0,1
1363,Last Vengeance,2010,Drama,,Chinese,Australia,Lionsgate,R. Patel,91,15.6,100.7,4.7,57,9872,85.1,545.5,1
1589,Shadow Empire,2010,Animation,,English,Australia,Lionsgate,N. Rossi,115,29.6,75.9,8.3,79,38767,46.3,156.4,1
1700,Final Kingdom,2010,Sci-Fi,,Spanish,China,Warner Bros,V. Petrov,88,76.6,530.3,6.6,64,11287,453.7,592.3,1
1134,Endless Storm,2010,Horror,Drama,Hindi,USA,20th Century Studios,K. Tanaka,97,31.8,279.6,5.9,58,145433,247.8,779.2,1
1343,Rising Dawn,2010,Action,,English,Australia,20th Century Studios,P. Dubois,98,121.2,254.1,6.4,66,32533,132.9,109.7,1
1719,Silent Empire,2010,Horror,,English,USA,20th Century Studios,H. Cho,127,25.1,14.7,7.2,71,9746,-10.4,-41.4,0
1608,Last Frontier,2010,Horror,Thriller,English,India,A24,A. Sharma,110,7.1,14.1,8.7,93,51880,7.0,98.6,0
1720,Forgotten Legacy,2010,Thriller,Action,Hindi,USA,Paramount,N. Rossi,125,38.3,233.8,5.3,40,7844,195.5,510.4,1
1010,Hidden Dawn,2010,Animation,,English,China,A24,A. Sharma,128,70.6,888.9,7.7,77,48448,818.3,1159.1,1
1772,Hidden Dawn,2010,Sci-Fi,,English,China,Warner Bros,B. Martinez,96,51.3,76.3,7.0,70,53078,25.0,48.7,0
1778,Lost Kingdom,2010,Drama,,Japanese,Germany,Paramount,V. Petrov,136,49.1,89.9,6.8,61,28773,40.8,83.1,0
1770,Dark Horizon,2010,Drama,Comedy,English,Japan,A24,H. Cho,135,12.7,8.1,6.5,58,933,-4.6,-36.2,0
1183,Final Vengeance,2010,Animation,Adventure,Japanese,Canada,Legendary Pictures,R. Patel,75,15.4,80.6,7.0,65,64864,65.2,423.4,1
1740,Forgotten Frontier,2010,Romance,Horror,Japanese,India,A24,D. Okafor,117,22.9,96.2,6.8,69,16298,73.3,320.1,1
1200,Eternal Frontier,2011,Crime,Animation,English,Australia,MGM,E. Muller,123,51.4,35.0,5.0,49,34584,-16.4,-31.9,0
1452,Lost Storm,2011,Sci-Fi,Animation,Chinese,Canada,Legendary Pictures,B. Martinez,173,43.5,89.7,4.6,49,12873,46.2,106.2,1
1247,Last Vengeance,2011,Action,Sci-Fi,Hindi,Japan,MGM,H. Cho,112,108.2,559.2,7.4,88,13208,451.0,416.8,1
1399,Eternal Frontier,2011,Crime,Romance,Chinese,Germany,Warner Bros,M. Chen,151,23.0,40.0,7.9,84,60520,17.0,73.9,0
1130,Broken Chronicles,2011,Adventure,Drama,English,France,MGM,L. Garcia,157,67.8,62.1,6.2,56,82674,-5.7,-8.4,0
1196,Silent Chronicles,2011,Drama,Crime,Chinese,India,MGM,H. Cho,154,30.7,206.6,6.3,62,127068,175.9,573.0,1
1381,Final Storm,2011,Comedy,Drama,English,Australia,Paramount,A. Sharma,125,37.9,101.4,3.4,32,124358,63.5,167.5,1
1597,Golden Echo,2011,Animation,,Korean,Germany,Universal Pictures,J. Nolan,135,104.0,452.5,6.7,67,161553,348.5,335.1,1
1612,Endless Horizon,2011,Thriller,Crime,Hindi,UK,Walt Disney Studios,H. Cho,108,22.3,63.8,5.4,69,75509,41.5,186.1,1
1599,Silent Redemption,2011,Adventure,Sci-Fi,English,Japan,Sony Pictures,B. Martinez,109,70.2,323.6,5.9,53,43490,253.4,361.0,1
1161,Golden Storm,2011,Romance,,Hindi,China,Walt Disney Studios,T. Wilson,86,35.5,101.1,7.1,75,34739,65.6,184.8,1
1569,Final Redemption,2011,Animation,,Japanese,Canada,20th Century Studios,B. Martinez,83,11.2,25.4,5.9,64,99566,14.2,126.8,1
1109,Lost Whisper,2011,Thriller,Animation,Chinese,UK,Universal Pictures,T. Wilson,139,60.2,241.5,8.8,71,416958,181.3,301.2,1
1272,Shadow Whisper,2011,Drama,,English,Australia,Warner Bros,A. Sharma,128,6.3,15.0,6.4,69,71107,8.7,138.1,1
1618,Final Kingdom,2011,Horror,Comedy,English,Japan,Paramount,N. Rossi,114,30.2,84.8,6.3,63,372129,54.6,180.8,1
1622,Dark Frontier,2011,Action,,English,Japan,20th Century Studios,H. Cho,127,29.2,10.7,6.8,74,26777,-18.5,-63.4,0
1633,Broken Horizon,2011,Thriller,Adventure,English,Canada,Paramount,P. Dubois,133,55.7,111.7,5.0,47,1194243,56.0,100.5,1
1264,Crimson Echo,2011,Crime,,Chinese,China,Universal Pictures,K. Tanaka,129,14.4,176.8,7.9,82,18018,162.4,1127.8,1
1697,Golden Storm,2011,Action,Sci-Fi,Japanese,China,Sony Pictures,L. Garcia,91,68.3,214.8,8.1,78,17688,146.5,214.5,1
1110,Rising Journey,2011,Animation,Sci-Fi,Hindi,China,Legendary Pictures,L. Garcia,119,71.7,537.1,4.9,54,5753,465.4,649.1,1
1055,Eternal Frontier,2011,Action,Horror,English,Japan,Walt Disney Studios,D. Okafor,92,54.4,69.2,5.7,56,11327,14.8,27.2,0
1739,Golden Journey,2011,Animation,,Spanish,China,A24,H. Cho,122,79.4,132.8,7.1,74,2442,53.4,67.3,0
1191,Rising Whisper,2011,Animation,Romance,Korean,Australia,Walt Disney Studios,T. Wilson,109,64.7,204.6,9.5,97,9054,139.9,216.2,1
1442,Golden Chronicles,2011,Sci-Fi,Thriller,English,Germany,Warner Bros,T. Wilson,136,93.1,165.3,6.8,70,10205,72.2,77.6,0
1212,Final Whisper,2011,Comedy,,English,Germany,A24,R. Patel,122,33.3,13.7,5.6,60,12002,-19.6,-58.9,0
1754,Broken Vengeance,2011,Adventure,,Hindi,South Korea,Universal Pictures,K. Tanaka,124,71.3,20.2,6.0,69,18578,-51.1,-71.7,0
1509,Silent Legacy,2011,Romance,Animation,English,China,Walt Disney Studios,N. Rossi,98,30.6,280.9,6.7,67,58027,250.3,818.0,1
1469,Last Echo,2011,Action,,Chinese,USA,Lionsgate,A. Sharma,136,50.0,145.1,5.7,56,33356,95.1,190.2,1
1511,Shadow Legacy,2011,Crime,Drama,English,Japan,Universal Pictures,L. Garcia,115,23.3,116.8,6.8,76,121685,93.5,401.3,1
1080,Broken Redemption,2011,Action,Comedy,Korean,China,A24,B. Martinez,75,126.6,170.9,8.6,99,33269,44.3,35.0,0
1567,Wild Requiem,2011,Thriller,,Chinese,USA,Walt Disney Studios,P. Dubois,164,41.7,121.5,5.4,59,190571,79.8,191.4,1
1240,Wild Horizon,2011,Crime,,French,Germany,Walt Disney Studios,D. Okafor,99,20.3,15.2,7.5,77,9163,-5.1,-25.1,0
